Entry	Interacts with
P53887	
Q02208	Q00684; P25651; P47035
P38067	
Q99385	
Q07993	
P23643	
Q03388	Q12692
P47061	P38116; P39904; Q12071
P40046	
P25652	
P0C5L4	
Q8TGK4	
P38235	
P39557	
P53039	Q07528; P32913; P53845; P38815
P47100	
Q3E7Z3	
P47131	
P47132	
Q8TGS6	
P47157	
Q04299	
P40586	
P53272	
Q8TGN8	
Q3E807	
P43576	
O14468	
A0A023PZG0	
Q03964	
Q06224	Q01329; Q06102
P32356	P29311; P34730; Q06151
Q08687	
Q04301	
Q8TGP8	
P38161	
A0A023PZE2	
Q2V2Q3	
P38177	
P53139	
Q06493	
Q6B0Y8	
P40028	
P36109	
A0A023PZI4	
P42947	
P53845	P53286; P07560; P32912; P32913; P53039; P53093; P01123; P38146; P38555; P51996; P38815; P36019; P32939
P0CX74	
Q6B0X1	
P47159	
P36155	
A0A023PXF8	
P47139	
Q03161	
P0CX76	
P40588	
Q8TGL5	
P38745	
P40539	
A0A023PZK9	
P53243	
Q06051	
Q03904	
P0C2J5	
Q2V2P0	
P40103	
Q06116	
Q3E806	
P32527	P38788
P25631	
P25640	
P38966	
P0C5L6	
A0A023PZ99	
Q03193	
P25349	Q12335
P25600	
O13527	
P0CX90	
P38201	
P0CI66	
P37263	
A0A023PZD5	
P47023	
P0CL30	
Q12112	
Q04898	
P32795	P25573
A0A023PZK4	
P0C5N0	
P0C5N6	
P47063	
Q03703	
P53719	
Q3E7Z5	
P40434	
P0C5Q6	
P0C5R4	
Q3E832	
A0A023PYI5	
Q08912	P36006; Q04439
A0A023PYH8	
P39974	
P0C2J2	
P0CY03	
O13544	
P43578	
P53902	
P53329	
P53878	
P0C5Q9	
A0A023PXC7	
Q08238	
P53242	
Q04408	
P43566	
Q12169	
Q06235	
Q12275	
O13573	
Q02864	
Q07738	
P87281	
O13559	
Q08953	
P38280	
P0C5N3	
P25638	P02829; P38768
P38349	P25694; Q12743
P38187	
P53254	P15790; P43639; P38719; P36009; Q04217; P38333; Q06344; P20448; P39520; P25586; P47083; Q06106; Q99207; P45818; Q12481; P25368; Q06506; P53866; P40362; P35194; P40498; Q04177; Q02354
P20795	Q04934; P27801; P12868; Q12241; Q07468; P32912; Q03308; P38959
P25608	
Q8TGV0	
P38315	P19880
P38216	
P39559	
Q8TGQ0	
Q07880	
Q2V2P3	
P53912	
Q12177	
Q04502	
Q12222	
Q07834	
P40455	
P40503	
Q6B0R7	
P0CL25	
P53980	
P40488	
Q08872	
P39971	
O13542	
Q12337	
Q06137	P32604; P28004
A0A023PXD3	
Q05510	
P0C5M6	
A0A023PZC3	
Q04033	
Q06522	
Q04925	
Q6B0W2	
P87272	
P36147	
Q12515	
Q3E833	
Q12524	
P40025	
Q12208	P32523
P53552	
Q01477	P53741; P25694; P36037; P32485
P46959	P41814
P33122	
P34760	
P38290	
P38709	
P36137	
Q01476	Q12242
P25629	
A0A023PXA5	
Q3E794	
P39564	
P36127	
Q2V2P2	
P34224	
Q08956	
P40520	
A0A023PXP7	
P53126	
P38887	
Q6B0Y5	
P0CF33	
A0A023PYG5	
A0A023PZH4	
Q07986	
Q6B2I9	
A0A023PZJ9	
P36072	
Q04210	
P38430	
P53758	
P0C5R2	
Q04526	
P25567	
P53040	P35817; Q12060; P46677; Q12030; P38129; Itself; Q05027
Q04545	
P40340	
Q07904	
P41896	P38217; P08518
P48561	P47047
Q12363	P32767; P49723; Q12206
Q3E7Z7	
P25561	P39940
P25562	
Q8TGU8	
P38081	P39940
P36128	
P0CL27	
P0CE69	
Q6Q571	
Q07989	
Q12244	
P36103	
P40448	
P53054	
P38893	
P47078	
Q03884	
Q08910	
Q06199	
Q06676	
Q08842	
P53880	
Q8TGS1	
Q07804	
P53291	
P53231	
P53161	
P0C5L9	
Q12484	
Q07791	
Q03619	
Q12282	
P87263	
P87268	
Q99318	
P32804	P51533; Q04182; P33302
Q12220	P25635; Q05946
P43585	
Q03944	P46671
Q03631	
P43582	
Q12352	
P25352	
Q12111	
Q03900	
P25361	
O13512	
P38252	
A0A023PZE1	
Q8TGT0	
Q03434	
Q8TGM0	
P53936	
P40022	
P53757	
P38809	
P53962	
Q03697	
Q8TGJ4	
P0C5P9	
Q08915	
A0A023PXD9	
P0C5Q1	
Q08743	
P87191	
P87282	
P43597	
Q8TGR6	
Q8TGP6	
Q7LIF1	
P0CF36	
O13583	
P36018	P39958; P32864; Q04847; P53633; P53093
P43593	
P40041	
P42826	
P40489	
Q12115	
Q03864	
Q07555	
Q8TGQ3	
P38276	
P34231	
P53957	
Q6B0Y6	
Q04521	
P40889	
Q8TGR1	
P35725	
Q8TGN3	
P0C5P4	
P36061	
P39532	
P0CX68	
P53926	
P40082	
A0A023PZL2	
P47073	
P0C5N7	
Q04838	
P47121	
Q8TGL9	
P0C5Q0	
Q2V2P6	
Q8TGP1	
P53216	
Q2V2P1	
Q3E735	
Q12351	
Q8TGL2	
Q12147	
Q06127	
P48568	
Q05612	
Q8TGU4	
P0C5E1	
Q12040	
Q03788	
P40097	
Q12179	
P0CX66	
Q02981	
Q08990	
O13571	
P43587	P32598; P36047
P18961	
Q08245	P36027
Q3E7B3	
Q06102	P45976; Q06224
Q12436	
P34219	
P54837	P32803; Q05359; P38819
P38342	
P35127	
P54730	P25694
P38759	P34110
P38220	
P0CX88	
Q96VH3	
P34220	
Q8TGM9	
P47020	
P36087	
P53087	
P36079	
P46994	
Q04436	
P25637	
A0A023PZH9	
P53952	
P39959	
P47152	
P53837	
P53826	
Q04706	
P0CX91	
P0CL39	
P40009	
P0CY05	
P53339	
Q870I1	
Q08110	
O13540	
P53910	
Q06247	
Q07613	
P53181	
Q3E7Y9	
P0C5M2	
Q12501	
P0C5M4	
P48606	P02557
P38329	
P25617	
Q3E778	
P38253	
P38223	
P25383	
Q96VG6	
P39710	
P39566	
P53106	
P0C5P3	
Q07895	
P36067	
Q07865	
P0C5B8	
P38806	P43572
P38842	
P36153	
P53825	
P53092	
Q08465	P61830; P34218; P35189
P36083	
Q12327	
P40083	
P0CL41	
P53108	P39940; P53093
P0CE97	
P39983	
P47038	
Q8TGP0	
P53906	
P53326	
P38721	
O13561	
Q08543	
Q12472	P39940
Q02217	
P87264	
Q12121	
Q3E751	
O13582	
P53061	
P0C5R5	
P40064	
P50874	Q06211; P32833; P54791; P47050
Q99380	P48439; P52870; P32915; P35179; P39007; Q02795; P33767
P38126	
P32896	Q07471
P0CE90	
P35999	
P15938	
P32379	Q12245
P33323	P29467; Q02721; P23179
P23796	
P38741	
Q12672	
P32904	
P20433	P32497; P34087
P43602	P39940
O13563	P48510
Q12481	P15790; P38333; Q03532; P25586; Q12136; P53254; P40498
P40482	Q04410; P15303; P38968
Q04658	
P56508	
P32566	P36421
Q02521	
P43321	P40018
P53540	P38863; P53378
P53598	
P38343	
P53277	Q03654; Q12309; P38302; P32523; Q04048
Q03640	
Q12239	
Q07527	
P28584	
P32773	P32774
P35180	P49334; P23644
P35169	P53233; P20081; P38873; P38691; P41318; P34072; P36003; P22211; Q03656; Q08921
Q03860	Itself
P32837	
Q05947	P52286
P22515	
P0CE88	
Q03370	
P38155	
Q12310	
Q08673	
P47045	
P33448	
P38962	
P40570	
P42943	
P41835	
P09734	Q00402
Q12308	
Q12043	
Q02648	
P38238	
Q00764	P31688; P38426; P38427
P52491	Q13616
P38826	Q00684; P24869; P54784; P32833; P54790
P47054	Q05166; P34077; Q02630; P49687
P41543	P35179; Q02795
P53179	
P0CE89	
P53903	
P53261	P38779; Q04660; P39744; Q02892
P36069	P39940
Q12412	
P53299	P57744
Q08693	
P00912	
Q6B2U8	
Q9URQ3	P47058
P43637	
Q04562	
P40310	
P32600	Q08236; Q04749; P47041; P20081; P41318; Q04372; P40061
Q06412	P40073
Q04311	P25694
P34110	P32913; P38759; Q92331
Q04338	P47160; Q12255; P32319; Q01590; Q03322; Q08144; Q12241; P36015
P30822	P21192; P61925
Q03390	
P36095	Itself
P39973	
P40328	
P41834	P28791; P22214; P22213; P33891; P53146
P15731	P38879; P34909
Q12045	P17119
P53832	
Q07379	
Q03856	
O43137	
P38321	
O13514	
Q3E791	
P38202	
P39548	
A0A023PZ94	
Q2V2Q2	
P38239	
P38178	
Q08182	
P53100	
Q8TGT6	
O13533	
P53105	
Q12026	
P40544	
Q03231	
P53842	
P53066	
P47151	
P53074	
P0C5N4	
Q08027	
P40446	
P38726	
P53747	
P40490	
Q03888	
Q3E7Z0	
Q3E805	
P0CY00	
P47048	
P53155	
P53217	
P53249	
Q92393	
O13562	
P43617	
O13553	
Q08748	
P0CX16	
P38780	
Q2V2P7	
P0C5M3	
Q12346	
Q08989	P38822
Q12324	
Q99260	P39958; P40395; P53633; P53093
P32793	P15891; Q12168; P47129; P38090; P38266; P53933; Q06604; Q12510; Q08412; P38140; P40956; Q04322; Q12344; P40325; Q12446; P43603; Q08229; Q12164; P33400; P32855; P32790; P25604
P32475	
P53888	
Q02776	P53220; P32897; Itself; P11884; P00842
P38319	
P40498	P36009; P47083; Q12481; Q12136; P53254
Q08438	P36076; P26570; P36024; Itself
P27515	Q12084; P18562
P32341	
P38309	
P53169	Q05080; Q08273; P43603
A0A023PYD0	
Q3E765	
P53110	
P53956	
P36138	
A0A023PZL7	
Q3E809	
P47115	P38041
P34249	
P47106	
Q04215	
Q3E7A8	
P03881	
P47086	
Q8TGQ9	
Q03730	
O13557	
P53870	
P43541	
P53308	
Q8TGM4	
P0C5P7	
P0C2I6	
O94086	
P53182	
P40323	
Q04170	
Q03051	
P0C5S0	
Q3E7B7	
Q12219	
P47168	P36097
P37370	Q05080; Q12446; P36006; Q04439; P39743
P33301	P32829; P46946
Q02792	P53063
P25639	
Q8TGU6	
P38233	
P36119	
P40523	
A0A023PYJ4	
P36030	
A0A023PXN3	
A0A023PXQ4	
P40461	
Q8TGN4	
Q8TGL4	
Q3E816	
Q08621	
Q06152	
Q07629	
Q08789	
Q02961	
P53584	
P0CX98	
P38079	
Q08259	
Q08157	
Q6B0V8	
Q12280	P47136; P53141
P28742	
Q12442	
P53311	P53157
P15700	
Q05812	
Q04958	
P49687	P35729; P38181; P47054; P52891; P46673; Q04491; P55735
P38855	P39108
Q07362	
P36040	
P38698	
P01120	P04821; P07866; P39109; P04049
P32849	
P39975	
P49626	
P32910	P20436; P47076; P32349
P32385	
