Entry	Interacts with	Cross-reference (STRING)
Q02785	P33302	4932.YPL058C;
P0CE86		4932.YPL282C;
Q07930	P40565	4932.YLR016C;
P25043	P25451	4932.YOR157C;
P54885		4932.YOR323C;
P32863	P25454	4932.YGL163C;
Q08237		4932.YOL080C;
P26754	P22336	4932.YNL312W;
P38630		4932.YOR217W;
P0CX83		
P0CX85		
P0CX45		4932.YIL018W;
P36519		4932.YDR237W;
P05737		4932.YGL076C;
P53046		4932.YGR070W;
P34087	P20433	4932.YDR404C;
P0CX29		4932.YPR132W;
P46675	P53267	4932.YLR045C;
P49957	P53738	4932.YML014W;
P53738	P25627; Q03920; Q12463; P49957	4932.YNR046W;
P35200	O60200	4932.YLR168C;
P0CF16		4932.YML003W;
Q12132		4932.YPL230W;
P40157		4932.YNL212W;
Q12252		4932.YOL084W;
Q04370	Q05568; P80667	4932.YMR026C;
P53844	P53037; Q08984	4932.YNL264C;
P37012		4932.YMR105C;
Q12044		4932.YOR220W;
P21672		4932.YIL066C;
P25348		4932.YCR003W;
P27999	P20436	4932.YGL070C;
P50106	P46669	4932.YDR156W;
P40858		4932.YJL096W;
P35178	P39744	4932.YDR087C;
P25345		4932.YCR024C;
Q04226	Q12030; P11747	4932.YML015C;
Q02931	P42945; P53276	4932.YPL126W;
P40453	P38822; Q05080; P38753; P43603; P36006; Q04439; P80667	4932.YIL156W;
P40003	P48232; P39968	4932.YEL005C;
Q02767	Q99176; P25604; Q06696	4932.YPL065W;
P39705	Q06142; P32499	4932.YAR002W;
P40477	Q06142; P40368	4932.YIL115C;
P53010	P36102	4932.YGL094C;
P40960	P36022; Q02647	4932.YDR488C;
Q99373		4932.YPL159C;
P48363	P53900; Q04493; P52553	4932.YGR078C;
P53900	P48363	4932.YNL153C;
Q12006		4932.YOL003C;
P25360		4932.YCR037C;
P33203	P80210; P15274; Q08968; P06738; P33399; P30952; P39683; P10963; P39015; Q07505; P47137	4932.YKL012W;
P15625	P15624	4932.YFL022C;
P07263		4932.YPR033C;
P39965		4932.YER087W;
P12612	P60010	4932.YDR212W;
P42883		4932.YNL332W;
Q02721	P33323	4932.YLR329W;
P04786		4932.YOL006C;
P36097	P47168	4932.YKL033W;
P38254		4932.YBR094W;
P21734		4932.YDR177W;
P23968		4932.YHR026W;
Q12339		4932.YOR004W;
P22543	Q05789; P08539; P22219	4932.YLR240W;
Q03913		4932.YDR136C;
Q07655		4932.YDL224C;
Q04430		4932.YDR531W;
P48565		4932.YNL294C;
P32612		4932.YEL049W;
P32945	P36047	4932.YPL179W;
P38089	Q12447	4932.YBR125C;
P47032		4932.YJL079C;
P50086	P38348; P53196; P33298	4932.YGR232W;
P41058		4932.YDL061C;
P39516		4932.YJL191W;
P38904		4932.YDR464W;
P46965	P15367	4932.YJR010C-A;
P32597	P02309; P61830; P02293; Q9URQ5; P38210; P11632; P38181; Q07979; P53330	4932.YIL126W;
Q03954	P36131	4932.YDR201W;
P01098		4932.YDL130W-A;
Q12034		4932.YDR515W;
Q02774	P38084; P35206	4932.YDL212W;
Q00947		4932.YDR463W;
P25604	Q05080; P38753; P43603; P42939; P80667; Q99176; P40343; Q02767; P32793	4932.YCL008C;
P32584		4932.YDR410C;
P15624	P15625	4932.YLR060W;
P40413		4932.YJR064W;
P48527		4932.YPL097W;
P36100		4932.YKL028W;
P38820	Itself; P40554	4932.YHR111W;
Q04177	P32899; Q04305; P53254; Q06679	4932.YDR398W;
P40055	P42945	4932.YER082C;
Q12416		4932.YOR083W;
P32913	P34110; Q92331; P53845; P53039	4932.YOR132W;
P25602		
Q3E762		4932.YBR230W-A;
P53932		4932.YNL095C;
P32841	P29467; P21651	4932.YMR133W;
Q08096	Q08965	4932.YOL010W;
P14291	P20050; Itself; Q12306	4932.YLR263W;
P38622	P25379	4932.YGL158W;
P25560		4932.YCL001W;
Q99258		4932.YDR487C;
P12689	P47110; P38927	4932.YOR346W;
P56628		4932.YFL034C-A;
P87262		4932.YER056C-A;
P0CH09		
Q05937		4932.YLR375W;
Q12153	Q06511	4932.YDR312W;
Q03497	P29366; P19073; P36006; Q04439; Q12163; P80667; P18851	4932.YHL007C;
P12866	P40318	4932.YKL209C;
P38987	P38285; P47113; P26448; P27636	4932.YML064C;
P38141		4932.YBR240C;
Q03525		4932.YMR269W;
P39547		4932.YAR027W;
Q05919	Q02948	4932.YLR360W;
P52917	P69771; P36108; Q04272; Itself; Q06263	4932.YPR173C;
P47161		4932.YJR126C;
P21576		4932.YKR001C;
P25579		4932.YCL051W;
Q06005		4932.YLR239C;
P47025	P40515	4932.YJL112W;
P53094		4932.YGL197W;
P10962	Q06218; P39744; P38805; P34241	4932.YAL025C;
P32179		4932.YOL064C;
P22148		4932.YOL116W;
P47084		4932.YJR003C;
P46982		4932.YJL186W;
P36044		4932.YKL201C;
Q12066		4932.YDL089W;
P43558		4932.YFL044C;
Q03266		4932.YMR289W;
P38075		4932.YBR035C;
P0CE91		4932.YNR076W;
Q12038	P40020; P40357	4932.YPR032W;
P32580		4932.YPL029W;
P38784		4932.YHR060W;
P38816	P29509	4932.YHR106W;
P34247		4932.YKL099C;
P39968	Q06628; P38881; P40003; P25591; Itself	4932.YEL013W;
Q12057		4932.YOR104W;
P53203		4932.YGR004W;
P40164	P32345; P38193; P22216; P40454; P32914; P27692	4932.YNL201C;
P19657		4932.YPL036W;
P40091	P11710; P23201; P39523	4932.YER149C;
P32903		4932.YCR024C-A;
P14747	P25296	4932.YML057W;
P35182	Q12163	4932.YDL006W;
Q04373	P36068	4932.YDR496C;
P36521		4932.YDL202W;
P36526		4932.YBR282W;
Q12495	P13712; P54790; P15873; P40963; Q04003	4932.YPR018W;
P22082	P02309; P38074; P38956; P32591	4932.YOR290C;
Q06217	P38203; P40070	4932.YLR275W;
P42933		4932.YMR191W;
P40014	P40460; P33895; Q04477	4932.YER018C;
P35210		4932.YKL020C;
P32867	P22214; P40357; P33328	4932.YPL232W;
Q06010		4932.YLR389C;
P32897	P42949; P39515; P53220; Q01852; Q02776	4932.YNR017W;
P38793		4932.YHR070W;
Q03010		4932.YPL139C;
P14682	Q12018	4932.YDR054C;
P0CE92		
Q03942		4932.YDR198C;
P40212		4932.YMR142C;
P40525		4932.YIL052C;
P51862		4932.YLR371W;
P20436	P38902; P20434; P27999; P47076; P32910; P07703; P39940	4932.YOR224C;
P53196	P38348; P50086; P33299; P33297; Q01939	4932.YGL004C;
Q06109		4932.YPR116W;
P38712		4932.YHR065C;
P50943		4932.YNL105W;
P13433		4932.YFL036W;
P38960	P32797; P38121; Q07921	4932.YDR082W;
P38992		4932.YDR297W;
P12954	P39009; Q06148; P15873; P38953; Q12306	4932.YJL092W;
P04802		4932.YLL018C;
P36101		4932.YKL027W;
P32367		4932.YBR123C;
P29055	P20434	4932.YPR086W;
P39961		4932.YER184C;
P39001	P21190	4932.YDR207C;
Q08562		4932.YOR191W;
P43604		4932.YFR026C;
P38293		4932.YBR173C;
P38237		4932.YBR058C;
Q05946	Q12220; Q02354	4932.YLR222C;
Q3E7B6		4932.YCL005W-A;
P40890		4932.YJL222W;
P39102		4932.YLR090W;
P31115		4932.YFL001W;
Q12465		4932.YLR084C;
P48581	Q08949; Q02574	4932.YOR368W;
P10862	P06104	4932.YCR066W;
Q06891		
P46990		4932.YJL177W;
P43607		4932.YFR032C;
P38687		4932.YPL243W;
Q03088		4932.YPL032C;
Q08975	P39940	4932.YPL258C;
P33890		4932.YOR010C;
P36142		4932.YKR051W;
P52492		4932.YOR339C;
Q04511	P52286	4932.YML088W;
P25354		4932.YCR007C;
Q12023		4932.YDL011C;
Q03831		4932.YDR095C;
Q03855		4932.YDR098C-B;
Q12264		4932.YDL023C;
P25571		4932.YCL041C;
P0C5L5		4932.YBR191W-A;
I2HB52		4932.YBR056W-A;
P35688		4932.YDL240W;
Q12405		4932.YOR084W;
P07702		4932.YBR115C;
P40484	P22204; P32328; P39008	4932.YIL106W;
P33748		4932.YMR037C;
P53248		4932.YGR077C;
P36093		4932.YKL043W;
P39108	P38855; P50091; P27796	4932.YDR142C;
P32609	P38932	4932.YDR323C;
P40043		4932.YER067W;
P29539	P11938	4932.YBR275C;
P32800	Q05568; P80667; P53112	4932.YJL210W;
P21242	P22141; P30656; P21243	4932.YOR362C;
P32606		4932.YOR017W;
P34222	P48510; P32628	4932.YBL057C;
P15380		4932.YOR348C;
Q04418		4932.YDR527W;
P04449		4932.YGL031C;
P40993	P41812; P38336	4932.YDR478W;
Q04712	P32786; P40992; P13393	4932.YML043C;
P53236		4932.YGR056W;
P38175		4932.YBL090W;
P22470		4932.YDR143C;
P53036		4932.YGL229C;
P32908	P36022; P40541; P17119; Q12158; P47149; P53253; Q04264; Itself; P38989; P47037; Q12306; P36094; P32558; Q9UQE7	4932.YFL008W;
P35207	P17883; Q02793	4932.YLR398C;
P00445	P40202; P23291	4932.YJR104C;
P40486		4932.YIL104C;
P38704		4932.YHR006W;
Q12427		4932.YDR169C;
P46677	P35817; P23255; P50105; P53040	4932.YGR274C;
P38085		4932.YBR069C;
P36145		4932.YKR062W;
P46969		4932.YJL121C;
P38902	P16370; P20436	4932.YOL005C;
Q05635	P53942; Q12338	4932.YDR279W;
Q02608		4932.YPL013C;
P39940	Q07622; P80210; P36117; P47029; P18634; P53244; Q05979; P48524; Q00684; Q12734; P15202; Q08412; P54005; P53759; P38167; P00925; P36141; P06738; P32347; P53051; P00817; Q12502; P53281; P38998; P49367; P36060; P30952; Q01560; P39683; P10963; P16862; P36069; P25044; P11154; P38212; Q03446; Q00453; Q02805; P43602; P20436; P14359; Q07549; P39015; Q07748; Q08975; P43534; P23254; Q08919; Q12162; Q12472; P33296; P38081; P25561; P38835; P53108; P40892; P47137; P36140	4932.YER125W;
P10662		4932.YDR347W;
P32905		4932.YGR214W;
P34218	P35189; Q08465	4932.YBL052C;
Q12234	P11076	4932.YOR216C;
P32605		4932.YBR119W;
P38337	P38827	4932.YBR258C;
P47052		4932.YJL045W;
P11655		4932.YNR026C;
Q06058	P25587; Itself	4932.YLR404W;
P40511		4932.YIL073C;
P53127		4932.YGL131C;
P53628		4932.YNR023W;
Q01684		4932.YER115C;
P40092		4932.YER150W;
P39723		4932.YAL047C;
P38353	P53337; P38264; P35179	4932.YBR283C;
P47154		4932.YJR117W;
P53873		4932.YNL187W;
Q12325		4932.YLR092W;
P36104	P32598; P38827	4932.YKL018W;
Q07395		4932.YDL063C;
P38744		4932.YHL018W;
P04650		4932.YJL189W;
P49166		4932.YLR185W;
Q02805	P39940	4932.YOR018W;
P25441		4932.YDL150W;
P39956		4932.YER169W;
P39677		4932.YJL102W;
P42847		4932.YNL306W;
Q99287	Q04947; Q12402	4932.YOR165W;
P38810		4932.YHR098C;
Q12334	P36012	4932.YDL139C;
P20134		4932.YOR140W;
P32602	Q03322; Q08144	4932.YBL050W;
P18759		4932.YBR080C;
P28791	P22214; P33891; P41834; P53146	4932.YDR498C;
P18410	P38757	4932.YAL009W;
Q08826		4932.YOR357C;
P32558	Q04636; P32908	4932.YGL207W;
Q03406	Q01454; Q12488; P40359	4932.YDR489W;
P53538	Q01329	4932.YNL222W;
P20424		4932.YPR088C;
Q05471	P35817; Q12692; P53201	4932.YDR334W;
Q03707	Q02821	4932.YML034W;
P54964		4932.YLR059C;
P43122		4932.YDL104C;
P09938	P21524; P49723	4932.YJL026W;
Q08961		4932.YPL208W;
P54780		4932.YMR121C;
P0CX42		
P22354		4932.YKR085C;
P53140		4932.YGL107C;
P0CX26		
P25298	Q99383; P39081; P25299	4932.YMR061W;
P40042		4932.YER066W;
P40011		4932.YER010C;
P49955	Q04693; P0C074	4932.YMR288W;
P20048		4932.YMR013C;
P35735		4932.YKL051W;
P34250		4932.YKL105C;
P46995	P61830	4932.YJL168C;
Q01589		4932.YDR077W;
Q07549	P39940	4932.YDL123W;
P38956	P22082; P18888	4932.YDR073W;
Q04174		4932.YOR149C;
P33338	Q12518	4932.YNL243W;
P50278	P32598	4932.YNR034W;
P53304		4932.YGR212W;
P39735	P06777	4932.YAL027W;
Q08553		4932.YOR179C;
P38985	P29478; P38688	4932.YDL092W;
P08425		4932.YPR047W;
P47153		4932.YJR116W;
P28273		4932.YKL215C;
Q99216		4932.YOR145C;
Q01939	P31384; P34909; P32628; P38764; P43588; P53196; P33299; P33298; P53549; P13393; P10591; P19812; P33202	4932.YGL048C;
P07244		4932.YGL234W;
Q12036		4932.YPL148C;
P13298		4932.YML106W;
P01119		4932.YOR101W;
P25454	Itself; P06778; P32863; P38953	4932.YER095W;
P47104	P52286; P17255; P16140; P22203; P32610	4932.YJR033C;
P53221		4932.YGR034W;
P36534	P32387	4932.YPL173W;
Q04847	P52286; P36018	4932.YMR258C;
P46784		4932.YMR230W;
P0CX32		
P25343	P39743	4932.YCR009C;
P40496		4932.YIL093C;
P39954	P43569	4932.YER043C;
P19955	P09624	4932.YFR049W;
P53850		4932.YNL254C;
Q03919		4932.YDR139C;
P40479		4932.YIL113W;
P15303	Q04410; P29295; P20606; P48415; P40482; P38968; P53953; Q99394	4932.YPR181C;
Q08490		4932.YOR073W;
Q04002	P40090	4932.YDR180W;
Q03529		4932.YMR272C;
P53334		4932.YGR279C;
P53823		4932.YNL334C;
P32790	P15891; P40563; P53933; Q06604; P22137; P32525; P39013; P13134; Q12446; P43603; P25369; P54199; P32521; P25368; Itself; Q02794; P32793; P54786	4932.YBL007C;
Q06411	Q03654; P52868; P36118; P53131	4932.YLR424W;
P50263		4932.YMR175W;
P39986		4932.YEL031W;
Q04477	P32468; Q06324; P53159; P40460; P33895; Itself; P40014	4932.YMR117C;
P09937		4932.YOR313C;
P39015	P33203; P39940	4932.YLR150W;
P38218		4932.YBR022W;
Q05778		4932.YLR199C;
Q04383		4932.YDR501W;
P46956	P40207	4932.YJL117W;
P23287	P06787	4932.YLR433C;
P25044	P39940	4932.YDL230W;
P38754		4932.YHL001W;
P53875		4932.YNL185C;
Q06090		4932.YPR100W;
P05317	P32324; P05318; P10622; P05319	4932.YLR340W;
P05318	P05317; P02400	4932.YDL081C;
P22276		4932.YOR207C;
P38886	P48510; P38764; P33297	4932.YHR200W;
Q08723	P38348; P43588; P32496; Q12250; Q12377; Q04062	4932.YOR261C;
Q12167		4932.YDR065W;
Q12149	P53617; P46948	4932.YOR001W;
P38771		4932.YHR038W;
P0C0T4		4932.YLR333C;
P0C0X0		4932.YLR264W;
P25443		4932.YGL123W;
P0CX37		4932.YPL090C;
P53732		4932.YNR036C;
P23833		4932.YBR037C;
Q07953	P53893	4932.YLR022C;
Q08873	P15891	4932.YOR367W;
Q00711		4932.YKL148C;
P36136		4932.YKR043C;
P47037	P40541; Q12158; Q99359; P32908; Itself	4932.YJL074C;
P38128		4932.YBR182C;
P46954		4932.YJL089W;
P42900	P10849	4932.YLR139C;
P32914	P32479; P40164; P27692	4932.YGR063C;
P38751		4932.YHL006C;
Q12074		4932.YPR069C;
P32578	P12904	4932.YDR422C;
P42845		4932.YNL309W;
P06784	Q00684; P16892; P32485; P14681; P32917	4932.YDL159W;
P32342	P29478	4932.YKL122C;
P38359		4932.YBR294W;
Q12379	Q04601; Q08683; P16522	4932.YDR260C;
Q02875		4932.YPL105C;
P19262	P20967; P09624	4932.YDR148C;
P53691	P02829; P32561	4932.YLR216C;
Q9ZZV8		4932.Q0297;
Q08742		4932.YOR286W;
Q12362		4932.YOL066C;
P38251	P49956; P38877; Q12050; P32641	4932.YBR087W;
P31334		4932.YGR220C;
P32388		4932.YKL167C;
Q12508	P53076	4932.YDR255C;
P40962		4932.YOR077W;
P38429		4932.YMR263W;
Q03201		4932.YDR041W;
Q04487		4932.YMR118C;
P38314		4932.YBR214W;
P33421		4932.YKL141W;
Q12507		4932.YOR315W;
P21801		4932.YLL041C;
P32380	P06787; P40457; P36094	4932.YDR356W;
P35209		4932.YMR179W;
P06844	Q12060; P50875	4932.YDR392W;
P35177	Q12060; P32608; P38915; P38811	4932.YBR081C;
Q12212		4932.YOR137C;
P25390	Q07084	4932.YCR073C;
P38262	P40480	4932.YBR103W;
Q08646		4932.YOR242C;
P10080		4932.YHL034C;
P38198		4932.YBL034C;
Q06677		4932.YDR320C;
P33200		4932.YBL005W;
P07271	Q12306	4932.YML061C;
P48567		4932.YNL292W;
P40395	P16664; Q99260	4932.YLR039C;
P35196		4932.YBR002C;
Q02326		4932.YML073C;
P19956		4932.YMR225C;
Q03691		4932.YMR200W;
P36070		4932.YKL125W;
P0CX31		4932.YIL069C;
P38786	P41812; P38336	4932.YHR062C;
Q03246		4932.YMR188C;
P43612	P20604; Q12199	4932.YFR040W;
Q08986		4932.YPL274W;
Q12378		4932.YDR066C;
P32613	Q03660	4932.YEL048C;
Q02775		4932.YDR088C;
P38989	P38170; P32908; Q06680	4932.YFR031C;
Q12216		4932.YOR156C;
P41901		4932.YGR059W;
P22215		4932.YOR307C;
Q06134		4932.YLR341W;
Q04053	P47057	4932.YDR425W;
P40072	P32828	4932.YER116C;
Q06315		4932.YLR187W;
Q05676		4932.YEL059C-A;
P06701	P11938; Itself; P11978	4932.YLR442C;
P36024	P36076; P26570; Itself; Q08438	4932.YKR072C;
P21691	P54784	4932.YKR101W;
P53135	Q08032; P47027; P22216; Q08457	4932.YGL113W;
P40078	P53188; P36049; Q03532; P39744; Q02892; P53927; P53131; P25382	4932.YER126C;
P36129		4932.YKR035C;
P87286		4932.YDR360W;
P12695		4932.YNL071W;
Q06449	P53933; Q12446; P47075; P40483	4932.YPR154W;
P17157	P37366; P35190; P20437; P24867; P53124; P25693; P38794; P40038; P40186; Q08966; Q12477; P20052; P17442; P10591	4932.YPL031C;
P52290		4932.YDL024C;
P07274	P60010; Q9VEX9	4932.YOR122C;
P38255	P32561	4932.YBR095C;
Q12100		4932.YDL025C;
Q08985		4932.YPL273W;
P53969	P18409; P14693; P50110; P49334; P23644	4932.YNL026W;
P17558		4932.YOR158W;
P89102	P38261; P32844	4932.YDR166C;
P25303		4932.YMR214W;
P39515	P42949; Q07914; P32897; Q01852	4932.YJL143W;
P38814		4932.YHR103W;
Q04902		4932.YMR322C;
P40167	P41833	4932.YNL196C;
P33757		4932.YBR250W;
Q04748		4932.YMR066W;
P36094	P06787; P53865; P40457; P32908; P32380; P33419	4932.YKL042W;
P46676	P38074	4932.YDR310C;
Q07657	P32458; P32468; Q12263; P40075; P39523	4932.YDL225W;
P53312		4932.YGR244C;
P38208		4932.YBL018C;
P33333		4932.YDL052C;
P40975		4932.YEL017C-A;
P32345	P40164; P38193	4932.YDR075W;
P20604	P40454; P43612; P40856; P36123; Q04372	4932.YDL047W;
Q12428		4932.YPR002W;
Q06991		4932.YLR414C;
P40100		4932.YER185W;
P04046		4932.YMR300C;
Q06639	P38781	4932.YDR303C;
P53047		4932.YGR213C;
P43589		4932.YFR005C;
P38165	P32607	4932.YBL103C;
P36123	P20604	4932.YKR028W;
Q04734		4932.YMR063W;
P06169		4932.YLR044C;
P07270	P52918	4932.YFR034C;
P40347		4932.YPR073C;
Q12146	P40359	4932.YOL146W;
P07390		4932.YNR045W;
P40508		4932.YIL077C;
Q02983		4932.YLR141W;
Q12532		4932.YPL009C;
P39007	Q99380; P32915; P33767	4932.YGL022W;
P33894		4932.YOR219C;
P38869		4932.YHR181W;
P53201	Q06337; Q12464; Q05471	4932.YGR002C;
P09547		4932.YPL016W;
P48525		4932.YOL033W;
P02557	P48606	4932.YFL037W;
P46670		4932.YPL241C;
P40085	Q12232	4932.YER140W;
Q05934	Q02457	4932.YLR373C;
Q07410		
Q12195		4932.YDR015C;
P39703		4932.YAL004W;
P38269		4932.YBR124W;
P38355		4932.YBR287W;
Q3E7Y4		4932.YHR218W-A;
P40574		4932.YIR018W;
P38730		4932.YHL041W;
P38740		4932.YHL026C;
P53234		
P53156		4932.YGL081W;
Q8TGN7		
P53282		
Q3E825		4932.YLR307C-A;
Q05854		4932.YLR278C;
O13543		4932.YLR294C;
Q8TGP3		
Q06252		4932.YLR179C;
O13578		
P0C5R0		
Q08205		
A0A023PYF7		
Q08811		4932.YOR345C;
Q12426		
Q03612		4932.YER138C;
Q08532		
A0A023PXJ3		
Q3E7B4		
P31111	Q06032	4932.YDR285W;
Q02831		4932.YPL077C;
Q12243		4932.YOR029W;
P48559	P53633; P53093	4932.YNL304W;
P20107	P53756	4932.YMR243C;
P16451		4932.YGR193C;
P53297	P38828; P40850	4932.YGR178C;
P50085	P40961	4932.YGR231C;
P05066		4932.YOR386W;
P25578		4932.YCL004W;
P53872		4932.YNL190W;
P40005		4932.YEL003W;
P36139		4932.YKR046C;
P38336	P41812; P53218; P38291; P38786; P40571; P40993	4932.YBR257W;
Q07350	P32524	4932.YDL043C;
P38627		4932.YJR103W;
P38714		4932.YHR091C;
Q06490		4932.YPR121W;
P33315	P23254	4932.YBR117C;
P50078		4932.YGR221C;
P00899	P00937	4932.YER090W;
P00931		4932.YGL026C;
Q99344	Q12059	4932.YPR066W;
P48836	P22203	4932.YHR039C-A;
P35194	Q05022; P53254	4932.YBL004W;
Q04179		4932.YDR400W;
P32842		4932.YPL234C;
P47165		4932.YJR133W;
Q03205		4932.YDR042C;
P25593		
Q07355		
P38214		
P38299		4932.YBR184W;
P38188		4932.YBL065W;
P38258		4932.YBR099C;
Q86ZR7		4932.YKL033W-A;
P0CL28		
P36099		
Q12312		4932.YLR122C;
P53717		
A0A023PXI0		
P40500		4932.YIL089W;
A0A023PZI9		
Q8TGN1		
O13536		
A0A023PYH5		
O13537		4932.YHR145C;
Q3E828		4932.YJL127C-B;
P40218		4932.YMR147W;
P53268		
Q99315		4932.YGR109W-B;
P38701		4932.YHL015W;
P07281		4932.YNL302C;
Q07979	P25632; P32597	4932.YLR033W;
Q12529		4932.YPL165C;
Q08968	P33203	4932.YPL222W;
Q04172		4932.YDR393W;
P38968	Q04491; P48415; P15303; P40482	4932.YDL195W;
P40561	P32588; P53316	4932.YIR001C;
P32844	P19658; Q06245; P89102; P32855	4932.YIL068C;
Q06245	P19658; P38261; P32844	4932.YLR166C;
P30619	P53604	4932.YDR164C;
P33330		4932.YOR184W;
Q6Q595		4932.YBL091C-A;
P32364		4932.YKL079W;
P48232	P35727; P40003	4932.YNL086W;
P46950		4932.YGR197C;
Q03782		4932.YDR240C;
P38863	P53540; P53378	4932.YHR172W;
P39980		4932.YEL065W;
P38634	Q00684; P07834; P32485	4932.YLR079W;
P38283	P47134; Q00684; P24869; P53267; P38991; Q3E7Y6	4932.YBR156C;
P53101		4932.YGL184C;
P00958	P46672	4932.YGR264C;
Q04372	P23594; P23595; P20604; P32600	4932.YMR028W;
Q12116		4932.YDR105C;
P36029		4932.YKL174C;
Q06451	P53283	4932.YPR156C;
P53262		4932.YGR106C;
P31412	P32366	4932.YKL080W;
Q07454		4932.YDL073W;
Q2V2Q0		4932.YDL007C-A;
Q12185		4932.YDR018C;
P0C5L3		
Q6B113		
P38306		4932.YBR197C;
O42831		4932.YAR075W;
P38268		4932.YBR116C;
P38190		
P53133		4932.YGL117W;
P46986		
P36058		4932.YKL153W;
P47028		4932.YJL086C;
P34245		
P47188		4932.YJR162C;
A2P2R3		4932.YMR084W;
P38835	P39940	4932.YHR131C;
Q3E743		4932.YJR112W-A;
P0CI67		
A0A023PZJ3		
Q3E804		
P0CX67		
Q3E824		4932.YOR020W-A;
Q12182		4932.YOR342C;
P32792		4932.YHR017W;
Q06070		4932.YLR407W;
P43591		4932.YFR007W;
Q8TGS2		
Q06479	P52286	4932.YLR352W;
P0CX95		4932.YPR204C-A;
P38298		4932.YBR183W;
A0A023PZH1		
P14907	Q06142; P48837; P40368; Q14974	4932.YJL041W;
P47180		4932.YJR153W;
P02406		4932.YGL103W;
P05749		4932.YLR061W;
P0CX84		4932.YDL191W;
Q03195	Q05775; P12385; Q6Q7I0	4932.YDR091C;
P46669	P50106	4932.YOR340C;
P04050	Q06697; P89105; P53617; P08518; P53064; Q00416; P27692	4932.YDL140C;
Q08774		4932.YOR305W;
P53437		4932.YMR270C;
P40571	P38336	4932.YIR015W;
P16965		4932.YGR008C;
P53866	Q03532; P32899; P25586; P53131; P53254	4932.YNL224C;
P47108	P53734; Q05942; P34241	4932.YJR041C;
P08153		4932.YDR146C;
P09733		4932.YML085C;
Q02939	Q3E7C1	4932.YPL122C;
P38427	Q00764; P31688	4932.YML100W;
Q05776	O60200	4932.YLR193C;
P32571	P48582; Q08003	4932.YDR069C;
P21304	Q08235	4932.YLR196W;
Q12196		4932.YOR119C;
Q3E757		4932.YGR085C;
P0CX43		4932.YPL220W;
P0CX24		
P26321	Q02892	4932.YPL131W;
Q07915		4932.YLR009W;
P02381		4932.Q0140;
P43588	Q12250; Q08723; Q04062; P33299; P40327; P33298; P53549; Q01939	4932.YFR004W;
P0CX30		
P54003		4932.YML052W;
P50104		4932.YMR019W;
P09959	P13365; P39678; P25302	4932.YLR182W;
P53378	P38863; P53540	4932.YLR212C;
Q06466		4932.YPR157W;
P22217		4932.YLR043C;
P0CF17		4932.YML002W;
Q08926		4932.YPL186C;
P40522		4932.YIL056W;
Q12016	P47111	4932.YOL129W;
P12611	Q07800	4932.YOR043W;
P47111	Q12016	4932.YJR044C;
P39702		4932.YAL002W;
Q06263	P69771; P39929; P52917	4932.YLR181C;
P25607		4932.YCR101C;
Q07535		
Q07530		4932.YDL114W;
P37264		4932.YCL065W;
Q03899	P52286	4932.YDR131C;
P25572		4932.YCL042W;
Q8TGQ5		4932.YBR131C-A;
Q8TGU5		4932.YBR296C-A;
O13515		
P38320		
Q8TGK6		
P38173		4932.YBL094C;
P40519		4932.YIL060W;
P40514		4932.YIL067C;
P47012		
P34251		4932.YKL107W;
Q04711		4932.YML045W;
Q8TGS9		4932.YMR001C-A;
P0CL35		
Q08018		4932.YLR076C;
P38750		4932.YHL008C;
Q6B108		4932.YML116W-A;
P38898		4932.YHR217C;
P38868		
P38729		4932.YHL042W;
P40538		4932.YIL029C;
Q03187		
P53979		4932.YNL013C;
A0A023PXG3		
P43552		4932.YFL051C;
P48238		4932.YGR153W;
P40326		4932.YGR269W;
Q08172		4932.YOL024W;
P53284		
O13530		4932.YLR198C;
Q8TGU1		
Q08728		
P53273		4932.YGR125W;
P43624		
P42942		4932.YGR210C;
Q03480		4932.YDR209C;
Q04434		4932.YDR535C;
A0A023PZG5		
Q03083		4932.YPL034W;
Q12394		
Q12024	Q04660	4932.YOR272W;
Q03780	P38041; P39969; P39743	4932.YDR239C;
Q12027		4932.YDL176W;
Q06616		4932.YPR174C;
Q06813		4932.YPR078C;
Q06595		4932.YPR196W;
Q08958		
P41920		4932.YDR002W;
P40105		4932.YER190W;
P53884		
P20095		4932.YNR011C;
P0CX40		
P39709		4932.YAL067C;
P14359	P40540; P39940	4932.YJL151C;
P38324	Q12098	4932.YBR228W;
P23624	P32562	4932.YHR014W;
P53824		4932.YNL333W;
P38858		4932.YHR163W;
P53315		4932.YGR248W;
P53327		4932.YGR271W;
P38839		4932.YHR136C;
P34111		4932.YAL001C;
Q05506		4932.YDR341C;
Q06078	P38333; P25635; Q05022; P40362; Q02354	4932.YLR409C;
O13549		4932.YLR261C;
P38275		4932.YBR134W;
P38256		4932.YBR096W;
Q3E819		4932.YCR108C;
Q03935		4932.YDR259C;
P38616		4932.YNL160W;
P46945		
P40521		
Q3E837		
P0C2J7		4932.YHL009W-B;
P32331		4932.YPR058W;
Q3E7Z1		
Q8TGT4		4932.YHR213W-A;
P38834		
P0CX63		4932.YGR161W-B;
Q12528		4932.YLR111W;
Q3E782		
P32843		4932.YMR302C;
A0A023PZF9		
P39978		4932.YEL067C;
Q2V2P4		4932.YIL156W-B;
P53247		
A0A023PXP4		4932.YLR235C;
A0A023PZG4		4932.YLR236C;
Q05899		4932.YLR297W;
P43537		4932.YFL067W;
Q04100		4932.YDR445C;
